"id_node","fraude"
"1653309","0"
"1654902","0"
"1655808","0"
"1656519","0"
"1656577","0"
"1657038","0"
"1658050","0"
"1658369","0"
"1658373","0"
"1660562","0"
"1662025","0"
"1662181","0"
"1662334","0"
"1662795","0"
"1663643","0"
"1663908","0"
"1663973","0"
"1664017","0"
"1664110","0"
"1664148","0"
"1664434","0"
"1665315","0"
"1665666","0"
"1665758","0"
"1666827","0"
"1667586","0"
"1667673","0"
"1668977","0"
"1669742","0"
"1671647","0"
"1671784","0"
"1671982","0"
"1672026","0"
"1672152","0"
"1673145","0"
"1673424","0"
"1673731","0"
"1675138","0"
"1675976","0"
"1676228","0"
"1676338","0"
"1676359","0"
"1676403","0"
"1676712","0"
"1676755","0"
"1676808","0"
"1677667","0"
"1677820","0"
"1678630","0"
"1678632","0"
"1680170","0"
"1681114","0"
"1682087","0"
"1683374","0"
"1684668","0"
"1684725","0"
"1684744","0"
"1685997","0"
"1686851","0"
"1687206","0"
"1687842","0"
"1687965","0"
"1687980","0"
"1688662","0"
"1689159","0"
"1689491","0"
"1689748","0"
"1690269","0"
"1690540","0"
"1691101","0"
"1691292","0"
"1691615","0"
"1691658","0"
"1692138","0"
"1695334","0"
"1695454","0"
"1695487","0"
"1695724","0"
"1696460","0"
"1696579","0"
"1696905","0"
"1697049","0"
"1697471","0"
"1697577","0"
"1698246","0"
"1700544","0"
"1700665","0"
"1700736","0"
"1702936","0"
"1703863","0"
"1704369","0"
"1705540","0"
"1705598","0"
"1705787","0"
"1705917","0"
"1706508","0"
"1708609","0"
"1709477","0"
"1710623","0"
"1710720","0"
"1711873","0"
"1711959","0"
"1712370","0"
"1712931","0"
"1712981","0"
"1713232","0"
"1713253","0"
"1714188","0"
"1714265","0"
"1715239","0"
"1715444","0"
"1715657","0"
"1715912","0"
"1716129","0"
"1717621","0"
"1718139","0"
"1718174","0"
"1718313","0"
"1718962","0"
"1719187","0"
"1719229","0"
"1719485","0"
"1720071","0"
"1721673","0"
"1722769","0"
"1723396","0"
"1723411","0"
"1724291","0"
"1725382","0"
"1725465","0"
"1726397","0"
"1726443","0"
"1726575","0"
"1727393","0"
"1727874","0"
"1727916","0"
"1728245","0"
"1729813","0"
"1730604","0"
"1730616","0"
"1730679","0"
"1731115","0"
"1731195","0"
"1731903","0"
"1734295","0"
"1734730","0"
"1735334","0"
"1737014","0"
"1737071","0"
"1737075","0"
"1737473","0"
"1738773","0"
"1738789","0"
"1738866","0"
"1739004","0"
"1739093","0"
"1740058","0"
"1740097","0"
"1740101","0"
"1740964","0"
"1741681","0"
"1742714","0"
"1744711","0"
"1744844","0"
"1744855","0"
"1746143","0"
"1746633","0"
"1746701","0"
"1746903","0"
"1747853","0"
"1747860","0"
"1749596","0"
"1749844","0"
"1750416","0"
"1750468","0"
"1750850","0"
"1751668","0"
"1752149","0"
"1752790","0"
"1753380","0"
"1753455","0"
"1753603","0"
"1754012","0"
"1755156","0"
"1755344","0"
"1756082","0"
"1756114","0"
"1756286","0"
"1756484","0"
"1756936","0"
"1757203","0"
"1757242","0"
"1757291","0"
"1758773","0"
"1758928","0"
"1759711","0"
"1760014","0"
"1760477","0"
"1761650","0"
"1761892","0"
"1761943","0"
"1763057","0"
"1763270","0"
"1763363","0"
"1764206","0"
"1764349","0"
"1765224","0"
"1766003","0"
"1767415","0"
"1767424","0"
"1767573","0"
"1768445","0"
"1769286","0"
"1770243","0"
"1770769","0"
"1771594","0"
"1772121","0"
"1773319","0"
"1773883","0"
"1774224","0"
"1775098","0"
"1775223","0"
"1776288","0"
"1778552","0"
"1779216","0"
"1779441","0"
"1779661","0"
"1780101","0"
"1780640","0"
"1781201","0"
"1782227","0"
"1782287","0"
"1783595","0"
"1784339","0"
"1784590","0"
"1784592","0"
"1784995","0"
"1785027","0"
"1785169","0"
"1785509","0"
"1785686","0"
"1785773","0"
"1786155","0"
"1786274","0"
"1786766","0"
"1787491","0"
"1787762","0"
"1788142","0"
"1788617","0"
"1789482","0"
"1790394","0"
"1790960","0"
"1791287","0"
"1791560","0"
"1792119","0"
"1792155","0"
"1793392","0"
"1793584","0"
"1793799","0"
"1794428","0"
"1795397","0"
"1795498","0"
"1795626","0"
"1795684","0"
"1795982","0"
"1796319","0"
"1796819","0"
"1797376","0"
"1797456","0"
"1799774","0"
"1800412","0"
"1800783","0"
"1801146","0"
"1801186","0"
"1801425","0"
"1801445","0"
"1801834","0"
"1801970","0"
"1802917","0"
"1803453","0"
"1803542","0"
"1803614","0"
"1804283","0"
"1804830","0"
"1805051","0"
"1806146","0"
"1806481","0"
"1806697","0"
"1806867","0"
"1808414","0"
"1808520","0"
"1808766","0"
"1809491","0"
"1809877","0"
"1811467","0"
"1811684","0"
"1811980","0"
"1812390","0"
"1813586","0"
"1814150","0"
"1814255","0"
"1814545","0"
"1814638","0"
"1814650","0"
"1814779","0"
"1814937","0"
"1815247","0"
"1815558","0"
"1815590","0"
"1818147","0"
"1820091","0"
"1820301","0"
"1820380","0"
"1820778","0"
"1821810","0"
"1822214","0"
"1822420","0"
"1822845","0"
"1823867","0"
"1825085","0"
"1825176","0"
"1825282","0"
"1825432","0"
"1826202","0"
"1826442","0"
"1826871","0"
"1826908","0"
"1827986","0"
"1828078","0"
"1828305","0"
"1828985","0"
"1829340","0"
"1830195","0"
"1830768","0"
"1830914","0"
"1831129","0"
"1832115","0"
"1832456","0"
"1832667","0"
"1832698","0"
"1832874","0"
"1833030","0"
"1833102","0"
"1833136","0"
"1833225","0"
"1834177","0"
"1834343","0"
"1834569","0"
"1834704","0"
"1835265","0"
"1835871","0"
"1836367","0"
"1836587","0"
"1836896","0"
"1836926","0"
"1836929","0"
"1837087","0"
"1839756","0"
"1840522","0"
"1841687","0"
"1843899","0"
"1844369","0"
"1844572","0"
"1844805","0"
"1845022","0"
"1845614","0"
"1847673","0"
"1848105","0"
"1848347","0"
"1848579","0"
"1848962","0"
"1849000","0"
"1850832","0"
"1851758","0"
"1852093","0"
"1852613","0"
"1852649","0"
"1853087","0"
"1854154","0"
"1854261","0"
"1855249","0"
"1855289","0"
"1855303","0"
"1855323","0"
"1855399","0"
"1856085","0"
"1856415","0"
"1856663","0"
"1857139","0"
"1857583","0"
"1857645","0"
"1858495","0"
"1858715","0"
"1860574","0"
"1861984","0"
"1862372","0"
"1862392","0"
"1862466","0"
"1862870","0"
"1863067","0"
"1863493","0"
"1864420","0"
"1864871","0"
"1865779","0"
"1865804","0"
"1865805","0"
"1866948","0"
"1867500","0"
"1868387","0"
"1868567","0"
"1868763","0"
"1869553","0"
"1870596","0"
"1871488","0"
"1871700","0"
"1872042","1"
"1872170","0"
"1874394","0"
"1874640","0"
"1876543","0"
"1876684","0"
"1877814","0"
"1878289","0"
"1878371","0"
"1879319","0"
"1880253","0"
"1880404","0"
"1880508","0"
"1880555","0"
"1880868","0"
"1881004","0"
"1881689","0"
"1882304","0"
"1882758","0"
"1883197","0"
"1883904","0"
"1884954","0"
"1886508","0"
"1886531","0"
"1887767","0"
"1889821","0"
"1890264","0"
"1890788","0"
"1890844","0"
"1891026","0"
"1892285","0"
"1892596","0"
"1895906","0"
"1895945","0"
"1896054","0"
"1896212","0"
"1896715","0"
"1896760","0"
"1897099","0"
"1899950","0"
"1899997","0"
"1900173","0"
"1902450","0"
"1902589","0"
"1903109","0"
"1903647","0"
"1905101","0"
"1906024","0"
"1906085","0"
"1906432","0"
"1906664","0"
"1906786","0"
"1906846","0"
"1907159","0"
"1907245","0"
"1907247","0"
"1909180","0"
"1910097","0"
"1910617","0"
"1910709","0"
"1910897","0"
"1911958","0"
"1912291","0"
"1913394","0"
"1913455","0"
"1913882","0"
"1913977","0"
"1915029","0"
"1917370","0"
"1917622","0"
"1918094","0"
"1918794","0"
"1918809","0"
"1918872","0"
"1920138","0"
"1920171","0"
"1920262","0"
"1920885","0"
"1922742","0"
"1923013","0"
"1923139","0"
"1923696","0"
"1924466","0"
"1924475","0"
"1924560","0"
"1925183","0"
"1926112","0"
"1926161","0"
"1926642","0"
"1926763","0"
"1927321","0"
"1928261","0"
"1928367","0"
"1928459","0"
"1928534","0"
"1928571","0"
"1929194","0"
"1931039","0"
"1931071","0"
"1931237","0"
"1932741","0"
"1932963","0"
"1933156","0"
"1934906","0"
"1935327","0"
"1936395","0"
"1937061","0"
"1937741","0"
"1938024","0"
"1938825","0"
"1939104","0"
"1939472","0"
"1939764","0"
"1940343","0"
"1940637","0"
"1940747","0"
"1940767","0"
"1940781","0"
"1942174","0"
"1943197","0"
"1943200","0"
"1944271","0"
"1945257","0"
"1945431","0"
"1945593","0"
"1945903","0"
"1946039","0"
"1946268","0"
"1947560","0"
"1948630","0"
"1949573","0"
"1949770","0"
"1950025","0"
"1950829","0"
"1950954","0"
"1951168","0"
"1951280","0"
"1951774","0"
"1951832","0"
"1952703","0"
"1953571","0"
"1953577","0"
"1953927","0"
"1954337","0"
"1954921","0"
"1955008","0"
"1955227","0"
"1956654","0"
"1957289","0"
"1957573","0"
"1957737","0"
"1957786","0"
"1959063","0"
"1959429","0"
"1959530","0"
"1960864","0"
"1960879","0"
"1961520","1"
"1962016","0"
"1962400","0"
"1962546","0"
"1962910","0"
"1963946","0"
"1964142","0"
"1964315","0"
"1966806","0"
"1966810","0"
"1966839","0"
"1966893","0"
"1967211","0"
"1968297","0"
"1968406","0"
"1968855","0"
"1969613","0"
"1970521","0"
"1970544","0"
"1970836","0"
"1971190","0"
"1971468","0"
"1971539","0"
"1971540","0"
"1971571","0"
"1971938","0"
"1972053","0"
"1972163","0"
"1973540","0"
"1973961","0"
"1974745","0"
"1975639","0"
"1976161","0"
"1976714","0"
"1978034","0"
"1978319","0"
"1979873","0"
"1980093","0"
"1980555","0"
"1981638","0"
"1981955","0"
"1982245","0"
"1982785","0"
"1982796","0"
"1982874","0"
"1984000","0"
"1984263","0"
"1984371","0"
"1984938","0"
"1985014","0"
"1986112","0"
"1986190","0"
"1986926","0"
"1988409","0"
"1989039","0"
"1989524","0"
"1989984","0"
"1990419","0"
"1990440","0"
"1990718","0"
"1990875","0"
"1991467","0"
"1991895","0"
"1992469","0"
"1992618","0"
"1992852","0"
"1993055","0"
"1993744","0"
"1993745","0"
"1994625","0"
"1994906","0"
"1995621","0"
"1996074","0"
"1996502","0"
"1997167","0"
"1997320","0"
"1997402","0"
"1998086","0"
"1998393","0"
"1999869","0"
"2000207","0"
"2001530","0"
"2001586","0"
"2001896","1"
"2002401","0"
"2003921","0"
"2004338","0"
"2005514","0"
"2006234","0"
"2006347","0"
"2007810","0"
"2007925","0"
"2008089","0"
"2008426","0"
"2009292","0"
"2009567","0"
"2009877","0"
"2010030","0"
"2010196","0"
"2010488","0"
"2011377","0"
"2011854","0"
"2012076","0"
"2012215","0"
"2012558","0"
"2012610","0"
"2012846","0"
"2013252","0"
"2013616","0"
"2013938","0"
"2014560","0"
"2014608","0"
"2015039","0"
"2015050","0"
"2015334","0"
"2015895","0"
"2016283","0"
"2016522","0"
"2016599","0"
"2016878","0"
"2018109","0"
"2019247","0"
"2019791","0"
"2019999","0"
"2022383","0"
"2022631","0"
"2023009","0"
"2023575","0"
"2023668","0"
"2024233","0"
"2024535","0"
"2024701","0"
"2024849","0"
"2024915","0"
"2025435","0"
"2025735","0"
"2027012","0"
"2027321","0"
"2028006","0"
"2028248","0"
"2028340","0"
"2028463","0"
"2028493","0"
"2028672","0"
"2029305","0"
"2029489","0"
"2029741","0"
"2029824","0"
"2029989","0"
"2031060","0"
"2032137","0"
"2032267","0"
"2032356","0"
"2033413","0"
"2033622","0"
"2033919","0"
"2034029","0"
"2034267","0"
"2034656","0"
"2034701","0"
"2035140","0"
"2035822","0"
"2036159","0"
"2036287","0"
"2036936","0"
"2037389","0"
"2037632","0"
"2039809","0"
"2040428","0"
"2040767","0"
"2040770","0"
"2040870","0"
"2041431","0"
"2041650","0"
"2041772","0"
"2042287","0"
"2042641","0"
"2043295","0"
"2044267","0"
"2044342","0"
"2044614","0"
"2044769","0"
"2045220","0"
"2047919","0"
"2048165","0"
"2049042","0"
"2049391","0"
"2050770","0"
"2051139","0"
"2051541","0"
"2051827","0"
"2051926","0"
"2052058","0"
"2054020","0"
"2054411","0"
"2054705","0"
"2055265","0"
"2055831","0"
"2055955","0"
"2057100","0"
"2058043","0"
"2058176","0"
"2058295","0"
"2058394","0"
"2058489","0"
"2058734","0"
"2058849","0"
"2059455","0"
"2061145","0"
"2063129","0"
"2064426","0"
"2064748","0"
"2064768","0"
"2065252","0"
"2066337","0"
"2067583","0"
"2068706","0"
"2068958","0"
"2069057","0"
"2069590","0"
"2070660","0"
"2070664","0"
"2070881","0"
"2070888","0"
"2071085","0"
"2071208","0"
"2071555","0"
"2071987","0"
"2072081","0"
"2072403","0"
"2072555","0"
"2072598","0"
"2073533","0"
"2073771","0"
"2073967","0"
"2074146","0"
"2074723","0"
"2075232","0"
"2075473","0"
"2075983","0"
"2076154","0"
"2076298","0"
"2076415","0"
"2076443","0"
"2076579","0"
"2076626","0"
"2076898","0"
"2077171","0"
"2077233","0"
"2077580","0"
"2077614","0"
"2078212","0"
"2079786","0"
"2080531","0"
"2080902","0"
"2081133","0"
"2081155","0"
"2081689","0"
"2082068","0"
"2082577","0"
"2084007","0"
"2084371","0"
"2084426","0"
"2084450","0"
"2084556","0"
"2084598","0"
"2085307","0"
"2086239","0"
"2087400","0"
"2087768","0"
"2088617","0"
"2089806","0"
"2089839","0"
"2090486","0"
"2090489","0"
"2091065","0"
"2091715","0"
"2092361","0"
"2092495","0"
"2092608","0"
"2092753","0"
"2092897","0"
"2093817","0"
"2094562","0"
"2095477","0"
"2095740","0"
"2095859","0"
"2096835","0"
"2097599","0"
"2098110","0"
"2098536","0"
"2099152","0"
"2099760","0"
"2099945","0"
"2100411","0"
"2101188","0"
"2101805","0"
"2103950","0"
"2104391","0"
"2104824","0"
"2105006","0"
"2105165","0"
"2105363","0"
"2105380","0"
"2105439","0"
"2106368","0"
"2106459","0"
"2106627","0"
"2107169","0"
"2107209","0"
"2108399","0"
"2108648","0"
"2109581","0"
"2110517","0"
"2110674","0"
"2111186","0"
"2111237","0"
"2111951","0"
"2112156","0"
"2112426","1"
"2112566","0"
"2113388","0"
"2113945","0"
"2114089","0"
"2115409","0"
"2115492","0"
"2115591","0"
"2115813","0"
"2117915","0"
"2117973","0"
"2117979","0"
"2118025","0"
"2118129","0"
"2118964","0"
"2120008","0"
"2120172","0"
"2120544","0"
"2121903","0"
"2123385","0"
"2123439","0"
"2123441","0"
"2123758","0"
"2123935","0"
"2124531","0"
"2125393","0"
"2126331","0"
"2126359","0"
"2126615","0"
"2127299","0"
"2127682","0"
"2128103","0"
"2128413","0"
"2129082","0"
"2129504","0"
"2129524","0"
"2130069","0"
"2130077","0"
"2130644","0"
"2130895","0"
"2130919","0"
"2131026","0"
"2131177","0"
"2132489","0"
"2132648","0"
"2132677","0"
"2133016","0"
"2134446","0"
"2134447","0"
"2134685","0"
"2134977","0"
"2135023","0"
"2135283","0"
"2135672","0"
"2136497","0"
"2136905","0"
"2136972","0"
"2137205","0"
"2137546","0"
"2138671","0"
"2139280","0"
"2139804","0"
"2140187","0"
"2140686","0"
"2140803","0"
"2140871","0"
"2141124","0"
"2141279","0"
"2141843","0"
"2142393","0"
"2143709","0"
"2144466","0"
"2145665","0"
"2147056","0"
"2147368","0"
"2148178","0"
"2148490","0"
"2148779","0"
"2149862","0"
"2149983","0"
"2150188","0"
"2150189","0"
"2150288","0"
"2150979","0"
"2151773","0"
"2152114","0"
"2152475","0"
"2152696","0"
"2153258","0"
"2153322","0"
"2153585","0"
"2153655","0"
"2154298","0"
"2154357","0"
"2156414","0"
"2156595","0"
"2156642","0"
"2157782","0"
"2157874","0"
"2157878","0"
"2159148","0"
"2160041","0"
"2160070","0"
"2160140","0"
"2160169","0"
"2160198","0"
"2160252","0"
"2160640","0"
"2161168","0"
"2162797","0"
"2162992","0"
"2163036","0"
"2163098","0"
"2163423","0"
"2163543","0"
"2165873","0"
"2166956","0"
"2167052","0"
"2168348","0"
"2169474","0"
"2169890","0"
"2170152","0"
"2170219","0"
"2171794","0"
"2172312","0"
"2172744","0"
"2172808","0"
"2172817","0"
"2173250","0"
"2173532","0"
"2173534","0"
"2173781","0"
"2173792","0"
"2174845","0"
"2175180","0"
"2175308","0"
"2175457","0"
"2176429","0"
"2176857","0"
"2177312","0"
"2177381","0"
"2177672","0"
"2177970","0"
"2177971","0"
"2178015","0"
"2178366","0"
"2178856","0"
"2179143","0"
"2179711","0"
"2180159","0"
"2180919","0"
"2181773","0"
"2181980","0"
"2182004","0"
"2182776","0"
"2183379","0"
"2183456","0"
"2184852","0"
"2185285","0"
"2185359","0"
"2185763","0"
"2186771","0"
"2186867","0"
"2186982","0"
"2187450","0"
"2188145","0"
"2188188","0"
"2188426","0"
"2188443","0"
"2188715","0"
"2189897","0"
"2189948","0"
"2190285","0"
"2190425","0"
"2191080","0"
"2191951","0"
"2192026","0"
"2192349","0"
"2193142","0"
"2193663","0"
"2194838","0"
"2194842","0"
"2194897","0"
"2195020","0"
"2195395","0"
"2195706","0"
"2196001","0"
"2196665","0"
"2197049","0"
"2197607","0"
"2197800","0"
"2199173","0"
"2201156","0"
"2201250","0"
"2202341","0"
"2202459","0"
"2203406","0"
"2203434","0"
"2203657","0"
"2204575","0"
"2204602","1"
"2205353","0"
"2205653","0"
"2205707","0"
"2205992","0"
"2206527","0"
"2207227","0"
"2207236","0"
"2207281","0"
"2208623","0"
"2209000","0"
"2210347","0"
"2211000","0"
"2211052","0"
"2211176","0"
"2211238","1"
"2211361","0"
"2211507","0"
"2211733","0"
"2212343","0"
"2214091","0"
"2214178","0"
"2214395","0"
"2215011","0"
"2215225","0"
"2217114","0"
"2217237","0"
"2217725","0"
"2218297","0"
"2221560","0"
"2223096","0"
"2223288","0"
"2223555","0"
"2223920","0"
"2224561","0"
"2224842","0"
"2225652","0"
"2225759","0"
"2225839","0"
"2226215","0"
"2226810","0"
"2226993","0"
"2227359","0"
"2227724","0"
"2227874","0"
"2229039","0"
"2229447","0"
"2229749","0"
"2230381","0"
"2231373","0"
"2232178","0"
"2232401","0"
"2232835","0"
"2232890","0"
"2233105","0"
"2233152","0"
"2233223","0"
"2233274","0"
"2233275","0"
"2233811","0"
"2235266","0"
"2235433","0"
"2235779","0"
"2236061","0"
"2236374","0"
"2236747","0"
"2237051","0"
"2238756","0"
"2239492","0"
"2239707","0"
"2239789","0"
"2239925","0"
"2240087","0"
"2240415","0"
"2240828","0"
"2241342","0"
"2241843","0"
"2242956","0"
"2243181","0"
"2244128","0"
"2244132","0"
"2244562","0"
"2244865","0"
"2244977","0"
"2245174","0"
"2245749","0"
"2246299","0"
"2246671","0"
"2247850","0"
"2248432","0"
"2249227","0"
"2249507","0"
"2250669","0"
"2251252","0"
"2251424","0"
"2251796","0"
"2252234","0"
"2252415","0"
"2252845","0"
"2253088","0"
"2253443","0"
"2253619","0"
"2254612","0"
"2254860","0"
"2256535","0"
"2257405","0"
"2257812","0"
"2258406","0"
"2259173","0"
"2259515","0"
"2261984","0"
"2262052","0"
"2262438","1"
"2262520","0"
"2262632","0"
"2263309","0"
"2263835","0"
"2264697","0"
"2264796","0"
"2265413","0"
"2265728","0"
"2266237","0"
"2266627","0"
"2266728","0"
"2267410","0"
"2267637","0"
"2268042","0"
"2268051","0"
"2268255","0"
"2268739","0"
"2269012","0"
"2269776","0"
"2271422","0"
"2271623","0"
"2271755","0"
"2272232","0"
"2272556","0"
"2274134","0"
"2274193","0"
"2275044","0"
"2275097","0"
"2275324","0"
"2275369","0"
"2276312","0"
"2277074","0"
"2277130","0"
"2277384","0"
"2278316","0"
"2278823","0"
"2279644","0"
"2279673","0"
"2280128","0"
"2280535","0"
"2281251","0"
"2281402","0"
"2281421","0"
"2281588","0"
"2281655","0"
"2282209","0"
"2283702","0"
"2283801","0"
"2284773","0"
"2284934","0"
"2285392","0"
"2285763","0"
"2286777","0"
"2287116","0"
"2287254","0"
"2287818","0"
"2288186","0"
"2291218","0"
"2291493","0"
"2291853","0"
"2292393","0"
"2292948","0"
"2293122","0"
"2293298","0"
"2293375","0"
"2293750","0"
"2293773","0"
"2293912","0"
"2294358","0"
"2295493","0"
"2295596","0"
"2296250","0"
"2296474","0"
"2296738","0"
"2296849","0"
"2296874","0"
"2297907","0"
"2298062","0"
"2298077","0"
"2298301","0"
"2298925","0"
"2300774","0"
"2300880","0"
"2301412","0"
"2301535","0"
"2301738","0"
"2302008","0"
"2302051","0"
"2302279","0"
"2302459","0"
"2302743","0"
"2303931","0"
"2304281","0"
"2304300","0"
"2304595","0"
"2305151","0"
"2305249","0"
"2306558","0"
"2307323","0"
"2307596","0"
"2308210","0"
"2308463","0"
"2308467","0"
"2308561","0"
"2308591","0"
"2308847","0"
"2309015","0"
"2310507","0"
"2311921","0"
"2311977","0"
"2312165","0"
"2312311","0"
"2312944","0"
"2313323","0"
"2313518","0"
"2313616","0"
"2314111","0"
"2314261","0"
"2314401","0"
"2315210","0"
"2316300","0"
"2316320","0"
"2317799","0"
"2318149","0"
"2318643","0"
"2319354","0"
"2319954","0"
"2320477","0"
"2320740","0"
"2321016","0"
"2321337","0"
"2322095","0"
"2323036","0"
"2323349","0"
"2323751","0"
"2324730","0"
"2325429","0"
"2325485","0"
"2325682","0"
"2325814","0"
"2327287","0"
"2328360","0"
"2328921","0"
"2329155","0"
"2329202","0"
"2329266","0"
"2329354","0"
"2329439","0"
"2330340","0"
"2330372","0"
"2330459","0"
"2332030","0"
"2332310","0"
"2333391","0"
"2335329","0"
"2335506","0"
"2336229","0"
"2337390","0"
"2338342","0"
"2338478","0"
"2339311","0"
"2339413","0"
"2339450","0"
"2339524","0"
"2340001","0"
"2340196","0"
"2340385","1"
"2341128","0"
"2341470","0"
"2342485","0"
"2342893","0"
"2343167","0"
"2343327","0"
"2344192","0"
"2345207","0"
"2345766","0"
"2345906","0"
"2349504","0"
"2349591","0"
"2350018","0"
"2350409","0"
"2350440","0"
"2351434","0"
"2352081","0"
"2352164","0"
"2352242","0"
"2352477","0"
"2353205","0"
"2355347","0"
"2355718","0"
"2355870","0"
"2356087","0"
"2356340","0"
"2356368","0"
"2356388","0"
"2356567","0"
"2356642","0"
"2357000","0"
"2357037","0"
"2357713","0"
"2359001","0"
"2359154","0"
"2360797","0"
"2361011","0"
"2361262","0"
"2362129","0"
"2362390","0"
"2362397","0"
"2362442","0"
"2362458","0"
"2363655","0"
"2363852","0"
"2364003","0"
"2364129","0"
"2364208","0"
"2364336","0"
"2364338","0"
"2364603","0"
"2365015","0"
"2365142","0"
"2365401","0"
"2366288","0"
"2366506","0"
"2366650","0"
"2366769","0"
"2367278","0"
"2367334","0"
"2367625","0"
"2367734","0"
"2367755","0"
"2368130","0"
"2368395","0"
"2368853","0"
"2368908","0"
"2369110","0"
"2370076","0"
"2370290","0"
"2370458","0"
"2370579","0"
"2371782","0"
"2372681","0"
"2372788","0"
"2373064","0"
"2373691","0"
"2374216","0"
"2374227","0"
"2374504","0"
"2374781","0"
"2375132","0"
"2375599","0"
"2375658","0"
"2375769","0"
"2376851","0"
"2377266","0"
"2377756","0"
"2378193","0"
"2378594","0"
"2378873","0"
"2379006","0"
"2379384","0"
"2380240","0"
"2381683","0"
"2382875","0"
"2382964","0"
"2383480","0"
"2383805","0"
"2384149","0"
"2384307","0"
"2384338","0"
"2385679","0"
"2386309","0"
"2386791","0"
"2387341","0"
"2387559","0"
"2388080","0"
"2388338","0"
"2388599","0"
"2389434","0"
"2391575","0"
"2391749","0"
"2392057","0"
"2392536","0"
"2393121","0"
"2393598","0"
"2394058","0"
"2394650","0"
"2395784","0"
"2396727","0"
"2396741","0"
"2396781","0"
"2397228","0"
"2397615","0"
"2397874","0"
"2397949","0"
"2398317","0"
"2398410","0"
"2398516","0"
"2399601","0"
"2399844","0"
"2400403","0"
"2401116","0"
"2401739","0"
"2403104","0"
"2403694","0"
"2403863","0"
"2404207","0"
"2404868","0"
"2405036","0"
"2405538","0"
"2406092","0"
"2406497","0"
"2407595","0"
"2407812","0"
"2408534","0"
"2408905","0"
"2409480","0"
"2409777","0"
"2409823","0"
"2410153","0"
"2410406","0"
"2411465","0"
"2411828","0"
"2412605","0"
"2412737","0"
"2414846","0"
"2415028","0"
"2415049","0"
"2415169","0"
"2415333","0"
"2415673","0"
"2416027","0"
"2416259","0"
"2416675","0"
"2416820","0"
"2417002","0"
"2418846","0"
"2418994","0"
"2419188","0"
"2419541","0"
"2419692","0"
"2419907","0"
"2420378","0"
"2420412","0"
"2420696","0"
"2421798","0"
"2421812","0"
"2422577","0"
"2422578","0"
"2423796","0"
"2423952","0"
"2424089","0"
"2424460","0"
"2424896","0"
"2425185","0"
"2425215","0"
"2427600","0"
"2428077","0"
"2429060","0"
"2429111","0"
"2429529","0"
"2430437","0"
"2430658","0"
"2431946","0"
"2432311","0"
"2432317","0"
"2433306","0"
"2434167","0"
"2434333","0"
"2434638","0"
"2434731","0"
"2434936","0"
"2436691","0"
"2436736","0"
"2436774","0"
"2437085","0"
"2437841","0"
"2438337","0"
"2438352","0"
"2438932","0"
"2441026","0"
"2442203","0"
"2444388","0"
"2445756","0"
"2446506","0"
"2447629","0"
"2448038","0"
"2448791","0"
"2449057","0"
"2449517","0"
"2450236","0"
"2450245","0"
"2450545","0"
"2451068","0"
"2451424","0"
"2451496","0"
"2451885","0"
"2452880","0"
"2453399","0"
"2455541","0"
"2456138","0"
"2456244","0"
"2456855","0"
