"NODE_SRC","NODE_TRG","nrel","ra","rb","rc","rd","re"
"2365401","3142363","1","0","1","0","0","0"
"5179893","6014218","1","0","1","0","0","0"
"5312565","5322381","1","0","1","0","0","0"
"3874506","2340385","1","0","1","0","0","0"
"5739552","6014218","1","0","1","0","0","0"
"4620177","6014218","1","0","1","0","0","0"
"1680170","5322381","1","0","1","0","0","0"
"4673885","2340385","1","0","1","0","0","0"
"1787491","6014218","1","0","1","0","0","0"
"3796099","6014218","1","0","1","0","0","0"
"3215112","5322381","1","0","1","0","0","0"
"2863066","6014218","1","0","1","0","0","0"
"5850564","3678648","1","0","1","0","0","0"
"5668138","5322381","1","0","1","0","0","0"
"3197820","6014218","1","0","1","0","0","0"
"1951832","2340385","1","0","1","0","0","0"
"4637246","5322381","1","0","1","0","0","0"
"3360445","5322381","1","0","1","0","0","0"
"6262789","5322381","1","0","1","0","0","0"
"5006258","6014218","1","0","1","0","0","0"
"6275717","3678648","1","0","1","0","0","0"
"5533939","5322381","1","0","1","0","0","0"
"4892695","5322381","1","0","1","0","0","0"
"4987456","6014218","1","0","1","0","0","0"
"2967205","6014218","1","0","1","0","0","0"
"2810618","6014218","1","0","1","0","0","0"
"2456244","5322381","1","0","1","0","0","0"
"5419032","5322381","1","0","1","0","0","0"
"3359221","2340385","1","0","1","0","0","0"
"2966963","6014218","1","0","1","0","0","0"
"4977422","6014218","1","0","1","0","0","0"
"3320961","2340385","1","0","1","0","0","0"
"4973020","6014218","1","0","1","0","0","0"
"2840594","6014218","1","0","1","0","0","0"
"5487689","6014218","1","0","1","0","0","0"
"3254876","6014218","1","0","1","0","0","0"
"2275044","2340385","1","0","1","0","0","0"
"2065252","6014218","1","0","1","0","0","0"
"3328654","6014218","1","0","1","0","0","0"
"5956930","5770584","1","0","1","0","0","0"
"5621600","6014218","1","0","1","0","0","0"
"6368497","6014218","1","0","1","0","0","0"
"4753215","5322381","1","0","1","0","0","0"
"4951343","5770584","1","0","1","0","0","0"
"6320947","6014218","1","0","1","0","0","0"
"5448743","3142363","1","0","1","0","0","0"
"3049469","5322381","1","0","1","0","0","0"
"3068595","6014218","1","0","1","0","0","0"
"3808619","1641280","1","0","1","0","0","0"
"5163009","5322381","1","0","1","0","0","0"
"3655456","4808898","1","0","1","0","0","0"
"5557982","6014218","1","0","1","0","0","0"
"3821875","6014218","1","0","1","0","0","0"
"1861984","5322381","1","0","1","0","0","0"
"5866552","5322381","1","0","1","0","0","0"
"4574377","3678648","1","0","1","0","0","0"
"2682209","3678648","1","0","1","0","0","0"
"5249553","3142363","1","0","1","0","0","0"
"3489197","6014218","1","0","1","0","0","0"
"1934906","6014218","1","0","1","0","0","0"
"3746465","6014218","1","0","1","0","0","0"
"2499192","6014218","1","0","1","0","0","0"
"2244128","2340385","1","0","1","0","0","0"
"2770303","5322381","1","0","1","0","0","0"
"1837087","5322381","1","0","1","0","0","0"
"6255832","2340385","1","0","1","0","0","0"
"5476700","5322381","1","0","1","0","0","0"
"3598726","3678648","1","0","1","0","0","0"
"4494704","6014218","1","0","1","0","0","0"
"4795814","6014218","1","0","1","0","0","0"
"4776661","6014218","1","0","1","0","0","0"
"4873405","3142363","1","0","1","0","0","0"
"5766062","5322381","1","0","1","0","0","0"
"2760618","6014218","1","0","1","0","0","0"
"3166759","2340385","1","0","1","0","0","0"
"3297923","6014218","1","0","1","0","0","0"
"2548134","3678648","1","0","1","0","0","0"
"5035195","6014218","1","0","1","0","0","0"
"2678007","2340385","1","0","1","0","0","0"
"4971754","5322381","1","0","1","0","0","0"
"2616282","6014218","1","0","1","0","0","0"
"3892982","6014218","1","0","1","0","0","0"
"3882031","5322381","1","0","1","0","0","0"
"4444073","2340385","1","0","1","0","0","0"
"4314055","2340385","1","0","1","0","0","0"
"5315951","2340385","1","0","1","0","0","0"
"2761617","6014218","1","0","1","0","0","0"
"4011090","6014218","1","0","1","0","0","0"
"3490852","5322381","1","0","1","0","0","0"
"4693711","2340385","1","0","1","0","0","0"
"4090660","6014218","1","0","1","0","0","0"
"5458592","5770584","1","0","1","0","0","0"
"1968855","6014218","1","0","1","0","0","0"
"5367806","6014218","1","0","1","0","0","0"
"5423682","4808898","1","0","1","0","0","0"
"4895162","5322381","1","0","1","0","0","0"
"4028935","2340385","1","0","1","0","0","0"
"2211176","6014218","1","0","1","0","0","0"
"5082015","3678648","1","0","1","0","0","0"
"2361262","5322381","1","0","1","0","0","0"
"2451068","2340385","1","0","1","0","0","0"
"1854154","5322381","1","0","1","0","0","0"
"2118129","6014218","1","0","1","0","0","0"
"2716877","3678648","1","0","1","0","0","0"
"2356368","6014218","1","0","1","0","0","0"
"6185585","3142363","1","0","1","0","0","0"
"2915943","5322381","1","0","1","0","0","0"
"6368318","5322381","1","0","1","0","0","0"
"4981050","5322381","1","0","1","0","0","0"
"3181752","5770584","1","0","1","0","0","0"
"4485957","5322381","1","0","1","0","0","0"
"5409387","5322381","1","0","1","0","0","0"
"4086950","6014218","1","0","1","0","0","0"
"6014415","5322381","1","0","1","0","0","0"
"5919940","5770584","1","0","1","0","0","0"
"6356837","6014218","1","0","1","0","0","0"
"4561287","6014218","1","0","1","0","0","0"
"3606230","6014218","1","0","1","0","0","0"
"3039212","2594117","1","0","1","0","0","0"
"3816043","6014218","1","0","1","0","0","0"
"5331203","6014218","1","0","1","0","0","0"
"2339524","6014218","1","0","1","0","0","0"
"5761311","6014218","1","0","1","0","0","0"
"2725258","5770584","1","0","1","0","0","0"
"3780294","6014218","1","0","1","0","0","0"
"4817613","3142363","1","0","1","0","0","0"
"4703377","6014218","1","0","1","0","0","0"
"5775665","2340385","1","0","1","0","0","0"
"3265375","6014218","1","0","1","0","0","0"
"4963844","2594117","1","0","1","0","0","0"
"4041474","3679129","3","1","2","0","0","0"
"2176857","5322381","1","0","1","0","0","0"
"4458246","6014218","1","0","1","0","0","0"
"3885070","4808898","1","0","1","0","0","0"
"3692509","6014218","1","0","1","0","0","0"
"4085989","5322381","1","0","1","0","0","0"
"4030401","6014218","1","0","1","0","0","0"
"3546337","6014218","1","0","1","0","0","0"
"2889963","3243873","1","1","0","0","0","0"
"3999855","6014218","1","0","1","0","0","0"
"5060012","2340385","1","0","1","0","0","0"
"3220416","2340385","1","0","1","0","0","0"
"3941514","5322381","1","0","1","0","0","0"
"4100898","6014218","1","0","1","0","0","0"
"3583554","3678648","1","0","1","0","0","0"
"4057504","5770584","1","0","1","0","0","0"
"2301535","2340385","1","0","1","0","0","0"
"6040374","6014218","1","0","1","0","0","0"
"3835192","5322381","1","0","1","0","0","0"
"3574271","4808898","1","0","1","0","0","0"
"4924835","5770584","1","0","1","0","0","0"
"2735822","2340385","1","0","1","0","0","0"
"3511103","6014218","1","0","1","0","0","0"
"5004115","6014218","1","0","1","0","0","0"
"4214541","4808898","1","0","1","0","0","0"
"5714020","5322381","1","0","1","0","0","0"
"2774791","6014218","1","0","1","0","0","0"
"3647994","5546367","1","0","1","0","0","0"
"5536797","3142363","1","0","1","0","0","0"
"3941535","6014218","1","0","1","0","0","0"
"5419217","3142363","1","0","1","0","0","0"
"2223555","3142363","1","0","1","0","0","0"
"2436691","6014218","1","0","1","0","0","0"
"4136544","5322381","1","0","1","0","0","0"
"3611105","3142363","1","0","1","0","0","0"
"3521930","6014218","1","0","1","0","0","0"
"4153855","2340385","1","0","1","0","0","0"
"4072554","2340385","1","0","1","0","0","0"
"5709189","6014218","1","0","1","0","0","0"
"2653255","2340385","1","0","1","0","0","0"
"4601907","3142363","1","0","1","0","0","0"
"4869634","5322381","1","0","1","0","0","0"
"3054140","6014218","1","0","1","0","0","0"
"1972163","6014218","1","0","1","0","0","0"
"5528250","6014218","1","0","1","0","0","0"
"4589408","5322381","1","0","1","0","0","0"
"3427190","5322381","1","0","1","0","0","0"
"2708006","4808898","1","0","1","0","0","0"
"4534573","5770584","1","0","1","0","0","0"
"5419602","6014218","1","0","1","0","0","0"
"4080874","2340385","1","0","1","0","0","0"
"3986174","3922044","1","1","0","0","0","0"
"4995595","6014218","1","0","1","0","0","0"
"2699667","6014218","1","0","1","0","0","0"
"5169640","6014218","1","0","1","0","0","0"
"2729662","6014218","1","0","1","0","0","0"
"1843899","6014218","1","0","1","0","0","0"
"4507106","5322381","1","0","1","0","0","0"
"5919431","5322381","1","0","1","0","0","0"
"4958706","6014218","1","0","1","0","0","0"
"3200878","5770584","1","0","1","0","0","0"
"3954913","6014218","1","0","1","0","0","0"
"2576724","6014218","1","0","1","0","0","0"
"3462468","5322381","1","0","1","0","0","0"
"4126674","6014218","1","0","1","0","0","0"
"2258406","3142363","1","0","1","0","0","0"
"5701849","6014218","1","0","1","0","0","0"
"5135035","3678648","1","0","1","0","0","0"
"5602663","2340385","1","0","1","0","0","0"
"2970839","6014218","1","0","1","0","0","0"
"3142131","2340385","1","0","1","0","0","0"
"4162503","5770584","1","0","1","0","0","0"
"4746222","6014218","1","0","1","0","0","0"
"3306531","6014218","1","0","1","0","0","0"
"6331450","6014218","1","0","1","0","0","0"
"2616101","2340385","1","0","1","0","0","0"
"3771522","6014218","1","0","1","0","0","0"
"3273455","6014218","1","0","1","0","0","0"
"1844572","6014218","1","0","1","0","0","0"
"3381920","6014218","1","0","1","0","0","0"
"5259589","6014218","1","0","1","0","0","0"
"6240054","6014218","1","0","1","0","0","0"
"2808193","2340385","1","0","1","0","0","0"
"5026312","6014218","1","0","1","0","0","0"
"1806867","6014218","1","0","1","0","0","0"
"3699586","6014218","1","0","1","0","0","0"
"4981090","2594117","1","0","1","0","0","0"
"1979873","3678648","1","0","1","0","0","0"
"2459161","6014218","1","0","1","0","0","0"
"2549970","6014218","1","0","1","0","0","0"
"3193397","6014218","1","0","1","0","0","0"
"2268255","5546367","1","0","1","0","0","0"
"2467729","2340385","1","0","1","0","0","0"
"2111237","3678648","1","0","1","0","0","0"
"4019719","3142363","1","0","1","0","0","0"
"5181855","6014218","1","0","1","0","0","0"
"5571402","6014218","1","0","1","0","0","0"
"4952548","6014218","1","0","1","0","0","0"
"5030955","5770584","1","0","1","0","0","0"
"3126246","2594117","1","0","1","0","0","0"
"5679718","3142363","1","0","1","0","0","0"
"4228899","6014218","1","0","1","0","0","0"
"4410730","4808898","1","0","1","0","0","0"
"2150288","6014218","1","0","1","0","0","0"
"5339485","6014218","1","0","1","0","0","0"
"4378066","6014218","1","0","1","0","0","0"
"4408532","6014218","1","0","1","0","0","0"
"6158629","2594117","1","0","1","0","0","0"
"4463916","6014218","1","0","1","0","0","0"
"2521809","3678648","1","0","1","0","0","0"
"4626318","6014218","1","0","1","0","0","0"
"5564979","6014218","1","0","1","0","0","0"
"5944065","6014218","1","0","1","0","0","0"
"5918779","5770584","1","0","1","0","0","0"
"1668977","6014218","1","0","1","0","0","0"
"5408165","2340385","1","0","1","0","0","0"
"3568466","5322381","1","0","1","0","0","0"
"5092350","6014218","1","0","1","0","0","0"
"3956299","2340385","1","0","1","0","0","0"
"6169946","3142363","1","0","1","0","0","0"
"2375599","5322381","1","0","1","0","0","0"
"5971839","5322381","1","0","1","0","0","0"
"2961091","2594117","1","0","1","0","0","0"
"3783825","2340385","1","0","1","0","0","0"
"4532451","5322381","1","0","1","0","0","0"
"2662799","6014218","1","0","1","0","0","0"
"2015334","6014218","1","0","1","0","0","0"
"5043883","6014218","1","0","1","0","0","0"
"4708986","6014218","1","0","1","0","0","0"
"4396195","6014218","1","0","1","0","0","0"
"5353902","6014218","1","0","1","0","0","0"
"5171802","5770584","1","0","1","0","0","0"
"1695487","5322381","1","0","1","0","0","0"
"4272314","5770584","1","0","1","0","0","0"
"5766533","5546367","1","0","1","0","0","0"
"2108648","5770584","1","0","1","0","0","0"
"2732661","6014218","1","0","1","0","0","0"
"4638451","6014218","1","0","1","0","0","0"
"4796142","6014218","1","0","1","0","0","0"
"4497379","3142363","1","0","1","0","0","0"
"5427680","2594117","1","0","1","0","0","0"
"4071595","5322381","1","0","1","0","0","0"
"2947450","5322381","1","0","1","0","0","0"
"3878260","6014218","1","0","1","0","0","0"
"5198699","6014218","1","0","1","0","0","0"
"5412569","6014218","1","0","1","0","0","0"
"3471440","5322381","1","0","1","0","0","0"
"3860861","6014218","1","0","1","0","0","0"
"5521055","5322381","1","0","1","0","0","0"
"2721813","6014218","1","0","1","0","0","0"
"3354880","3678648","1","0","1","0","0","0"
"3052611","3142363","1","0","1","0","0","0"
"4552397","6014218","1","0","1","0","0","0"
"4447705","2340385","1","0","1","0","0","0"
"2611493","6014218","1","0","1","0","0","0"
"4621647","6014218","1","0","1","0","0","0"
"2701808","3142363","1","0","1","0","0","0"
"5652175","5322381","1","0","1","0","0","0"
"6142881","2340385","1","0","1","0","0","0"
"5933543","6014218","1","0","1","0","0","0"
"3950101","4808898","1","0","1","0","0","0"
"2766124","5322381","1","0","1","0","0","0"
"4408124","2340385","1","0","1","0","0","0"
"1753380","3142363","1","0","1","0","0","0"
"3651767","6014218","1","0","1","0","0","0"
"1833030","2340385","1","0","1","0","0","0"
"2225839","5322381","1","0","1","0","0","0"
"4089133","5770584","1","0","1","0","0","0"
"5317625","6014218","1","0","1","0","0","0"
"5913269","6014218","1","0","1","0","0","0"
"5666266","6014218","1","0","1","0","0","0"
"3905992","6014218","1","0","1","0","0","0"
"3170496","5322381","1","0","1","0","0","0"
"5536818","3142363","1","0","1","0","0","0"
"3846749","1339470","1","1","0","0","0","0"
"4456494","5322381","1","0","1","0","0","0"
"3758417","6014218","1","0","1","0","0","0"
"5201126","6014218","1","0","1","0","0","0"
"4109321","2340385","1","0","1","0","0","0"
"2782255","2340385","1","0","1","0","0","0"
"2746100","6014218","1","0","1","0","0","0"
"3427842","5322381","1","0","1","0","0","0"
"3511654","6014218","1","0","1","0","0","0"
"1825282","2594117","1","0","1","0","0","0"
"5935827","6014218","1","0","1","0","0","0"
"5445666","4189120","1","0","1","0","0","0"
"2298925","6014218","1","0","1","0","0","0"
"2469035","6014218","1","0","1","0","0","0"
"6340260","6014218","1","0","1","0","0","0"
"4305939","2340385","1","0","1","0","0","0"
"6179225","2340385","1","0","1","0","0","0"
"5399723","2340385","1","0","1","0","0","0"
"2865026","6014218","1","0","1","0","0","0"
"4498216","6014218","1","0","1","0","0","0"
"5937907","6014218","1","0","1","0","0","0"
"5655519","6014218","1","0","1","0","0","0"
"2749730","5770584","1","0","1","0","0","0"
"3910602","2340385","1","0","1","0","0","0"
"3298375","5322381","1","0","1","0","0","0"
"5448419","5322381","1","0","1","0","0","0"
"4697486","2340385","1","0","1","0","0","0"
"4816267","6014218","1","0","1","0","0","0"
"3739840","2340385","1","0","1","0","0","0"
"2173250","6014218","1","0","1","0","0","0"
"1896715","5322381","1","0","1","0","0","0"
"2391749","6014218","1","0","1","0","0","0"
"2891250","5322381","1","0","1","0","0","0"
"2308591","6014218","1","0","1","0","0","0"
"3450560","2340385","1","0","1","0","0","0"
"5853933","5770584","1","0","1","0","0","0"
"5345052","6014218","1","0","1","0","0","0"
"3777667","3142363","1","0","1","0","0","0"
"2587145","5322381","1","0","1","0","0","0"
"2776377","4808898","1","0","1","0","0","0"
"5000117","5322381","1","0","1","0","0","0"
"5982965","6014218","1","0","1","0","0","0"
"3088720","3678648","1","0","1","0","0","0"
"2272556","2340385","1","0","1","0","0","0"
"5925131","6014218","1","0","1","0","0","0"
"3580732","6014218","1","0","1","0","0","0"
"6217149","6014218","1","0","1","0","0","0"
"2287116","6014218","1","0","1","0","0","0"
"3090331","6014218","1","0","1","0","0","0"
"5826788","6014218","1","0","1","0","0","0"
"6321822","6014218","1","0","1","0","0","0"
"2148490","3142363","1","0","1","0","0","0"
"3927585","6014218","1","0","1","0","0","0"
"3417032","2340385","1","0","1","0","0","0"
"5798444","5322381","1","0","1","0","0","0"
"5382530","2340385","1","0","1","0","0","0"
"3273064","6014218","1","0","1","0","0","0"
"4428973","3678648","1","0","1","0","0","0"
"3904705","3678648","1","0","1","0","0","0"
"4521439","5322381","1","0","1","0","0","0"
"3392806","2340385","1","0","1","0","0","0"
"2179711","3142363","1","0","1","0","0","0"
"2028340","4808898","1","0","1","0","0","0"
"1652293","2340385","1","0","1","0","0","0"
"2241342","6014218","1","0","1","0","0","0"
"6271372","6014218","1","0","1","0","0","0"
"3103299","6014218","1","0","1","0","0","0"
"3053402","5322381","1","0","1","0","0","0"
"5705719","6014218","1","0","1","0","0","0"
"5147084","5322381","1","0","1","0","0","0"
"4466604","5322381","1","0","1","0","0","0"
"5840263","4808898","1","0","1","0","0","0"
"4627311","5770584","1","0","1","0","0","0"
"4994960","6014218","1","0","1","0","0","0"
"3619665","5322381","1","0","1","0","0","0"
"6226184","5322381","1","0","1","0","0","0"
"6291314","5322381","1","0","1","0","0","0"
"1656577","2340385","1","0","1","0","0","0"
"1924466","6014218","1","0","1","0","0","0"
"2076443","6014218","1","0","1","0","0","0"
"4548782","6014218","1","0","1","0","0","0"
"4332590","2594117","1","0","1","0","0","0"
"5079157","6014218","1","0","1","0","0","0"
"3637220","6014218","1","0","1","0","0","0"
"4166554","6014218","1","0","1","0","0","0"
"5942124","6014218","1","0","1","0","0","0"
"3111142","5322381","1","0","1","0","0","0"
"4867733","3142363","1","0","1","0","0","0"
"2010030","6014218","1","0","1","0","0","0"
"4480552","6014218","1","0","1","0","0","0"
"4550519","6014218","1","0","1","0","0","0"
"6325448","3142363","1","0","1","0","0","0"
"4592769","6014218","1","0","1","0","0","0"
"5389828","6014218","1","0","1","0","0","0"
"6179558","2340385","1","0","1","0","0","0"
"4379118","5322381","1","0","1","0","0","0"
"2115591","3678648","1","0","1","0","0","0"
"1880868","5322381","1","0","1","0","0","0"
"2536304","6014218","1","0","1","0","0","0"
"6246023","4189120","1","0","1","0","0","0"
"2279673","2340385","1","0","1","0","0","0"
"3754295","5465915","1","1","0","0","0","0"
"4643280","3142363","1","0","1","0","0","0"
"5609349","5322381","1","0","1","0","0","0"
"5483222","6014218","1","0","1","0","0","0"
"5237128","5322381","1","0","1","0","0","0"
"1744711","5770584","1","0","1","0","0","0"
"3201118","6014218","1","0","1","0","0","0"
"2323349","2340385","1","0","1","0","0","0"
"2124531","6014218","1","0","1","0","0","0"
"3679129","5972312","1","1","0","0","0","0"
"2861230","5322381","1","0","1","0","0","0"
"5609982","5322381","1","0","1","0","0","0"
"2638342","2340385","1","0","1","0","0","0"
"5638669","5322381","1","0","1","0","0","0"
"4184666","2340385","1","0","1","0","0","0"
"3102382","2340385","1","0","1","0","0","0"
"2418846","3142363","1","0","1","0","0","0"
"4741326","6014218","1","0","1","0","0","0"
"3966167","6014218","1","0","1","0","0","0"
"3888004","6014218","1","0","1","0","0","0"
"2172817","4808898","1","0","1","0","0","0"
"2353205","6014218","1","0","1","0","0","0"
"4862025","6014218","1","0","1","0","0","0"
"5086293","2340385","1","0","1","0","0","0"
"3448882","6014218","1","0","1","0","0","0"
"4961598","4808898","1","0","1","0","0","0"
"5088739","3678648","1","0","1","0","0","0"
"4921121","5770584","1","0","1","0","0","0"
"4098179","4808898","1","0","1","0","0","0"
"4288929","3142363","1","0","1","0","0","0"
"2568219","5322381","1","0","1","0","0","0"
"5616315","3678648","1","0","1","0","0","0"
"5435954","3142363","1","0","1","0","0","0"
"2598683","6014218","1","0","1","0","0","0"
"2988512","6014218","1","0","1","0","0","0"
"3910617","6014218","1","0","1","0","0","0"
"5283058","2340385","1","0","1","0","0","0"
"1839756","5322381","1","0","1","0","0","0"
"3199288","2340385","1","0","1","0","0","0"
"5245902","6014218","1","0","1","0","0","0"
"4193434","6014218","1","0","1","0","0","0"
"1814937","6014218","1","0","1","0","0","0"
"5918083","5322381","1","0","1","0","0","0"
"1912291","5322381","1","0","1","0","0","0"
"3945548","2340385","1","0","1","0","0","0"
"2561081","4808898","1","0","1","0","0","0"
"2378594","3142363","1","0","1","0","0","0"
"2745240","5322381","1","0","1","0","0","0"
"5062517","2594117","1","0","1","0","0","0"
"2899850","2340385","1","0","1","0","0","0"
"4572436","3678648","1","0","1","0","0","0"
"4699253","6014218","1","0","1","0","0","0"
"5171983","6014218","1","0","1","0","0","0"
"4565357","2340385","1","0","1","0","0","0"
"6192885","5322381","1","0","1","0","0","0"
"4542624","6014218","1","0","1","0","0","0"
"3876830","6014218","1","0","1","0","0","0"
"4618175","2340385","1","0","1","0","0","0"
"2195020","4808898","1","0","1","0","0","0"
"2594117","551520","1","1","0","0","0","0"
"4036111","5770584","1","0","1","0","0","0"
"5722603","5770584","1","0","1","0","0","0"
"4310913","2340385","1","0","1","0","0","0"
"1971938","5770584","1","0","1","0","0","0"
"3824157","5770584","1","0","1","0","0","0"
"5373533","3142363","1","0","1","0","0","0"
"2722137","6014218","1","0","1","0","0","0"
"6180130","3678648","1","0","1","0","0","0"
"3228118","6014218","1","0","1","0","0","0"
"4862229","6014218","1","0","1","0","0","0"
"1940637","6014218","1","0","1","0","0","0"
"3016269","3142363","1","0","1","0","0","0"
"4902197","6014218","1","0","1","0","0","0"
"5867959","6014218","1","0","1","0","0","0"
"2096835","2340385","1","0","1","0","0","0"
"4269965","5322381","1","0","1","0","0","0"
"4669727","6014218","1","0","1","0","0","0"
"4214154","4808898","1","0","1","0","0","0"
"2223288","6014218","1","0","1","0","0","0"
"5893159","6014218","1","0","1","0","0","0"
"4396984","4808898","1","0","1","0","0","0"
"5200592","6014218","1","0","1","0","0","0"
"4738674","6014218","1","0","1","0","0","0"
"2768404","6014218","1","0","1","0","0","0"
"1586162","2340385","1","0","1","0","0","0"
"2786531","6014218","1","0","1","0","0","0"
"4279995","2340385","1","0","1","0","0","0"
"2514547","6014218","1","0","1","0","0","0"
"2963781","4808898","1","0","1","0","0","0"
"5637851","3142363","1","1","0","0","0","0"
"6307731","2340385","1","0","1","0","0","0"
"3117047","6014218","1","0","1","0","0","0"
"1646743","5770584","1","0","1","0","0","0"
"3078791","5322381","1","0","1","0","0","0"
"2370579","3142363","1","0","1","0","0","0"
"2922669","6014218","1","0","1","0","0","0"
"2726413","2340385","1","0","1","0","0","0"
"4700130","3678648","1","0","1","0","0","0"
"5487813","5322381","1","0","1","0","0","0"
"5889167","2340385","1","0","1","0","0","0"
"3465663","2340385","1","0","1","0","0","0"
"2514970","6014218","1","0","1","0","0","0"
"5981440","6014218","1","0","1","0","0","0"
"3544280","5322381","1","0","1","0","0","0"
"5152693","5322381","1","0","1","0","0","0"
"4700479","5770584","1","0","1","0","0","0"
"1723396","2340385","1","0","1","0","0","0"
"2616282","5770584","1","0","1","0","0","0"
"5066170","5322381","1","0","1","0","0","0"
"3184484","5322381","1","0","1","0","0","0"
"5842980","6014218","1","0","1","0","0","0"
"4504820","2340385","1","0","1","0","0","0"
"3764081","5322381","1","0","1","0","0","0"
"3480206","2594117","1","0","1","0","0","0"
"1978319","6014218","1","0","1","0","0","0"
"4198044","5770584","1","0","1","0","0","0"
"5532635","6014218","1","0","1","0","0","0"
"6309300","2340385","1","0","1","0","0","0"
"5051263","3142363","1","0","1","0","0","0"
"2806328","5322381","1","0","1","0","0","0"
"5555505","2340385","1","0","1","0","0","0"
"3449967","5322381","1","0","1","0","0","0"
"2954786","5322381","1","0","1","0","0","0"
"1617038","4808898","1","0","1","0","0","0"
"6303878","6014218","1","0","1","0","0","0"
"4618383","6014218","1","0","1","0","0","0"
"3682616","6014218","1","0","1","0","0","0"
"2451068","6014218","1","0","1","0","0","0"
"2207281","2340385","1","0","1","0","0","0"
"5126713","6014218","1","0","1","0","0","0"
"3168599","5322381","1","0","1","0","0","0"
"2292948","5322381","1","0","1","0","0","0"
"2118964","2340385","1","0","1","0","0","0"
"2858448","6014218","1","0","1","0","0","0"
"2881643","3142363","1","0","1","0","0","0"
"4488599","5322381","1","0","1","0","0","0"
"4249024","6014218","1","0","1","0","0","0"
"4743078","6014218","1","0","1","0","0","0"
"5284057","6014218","1","0","1","0","0","0"
